time,apparentTemperature,cloudCover,dewPoint,humidity,precipIntensity,precipProbability,pressure,temperature,visibility,windBearing,windSpeed
1485936000,-0.18,0,-5.04,0.7,0,0,1019.29,-0.18,9.72,162,0.7
1485939600,0.16,0.01,-5.16,0.67,0,0,1018.55,0.16,9.46,150,2.92
1485943200,-1.32,0,-5.96,0.71,0,0,1017.77,-1.32,9.5,140,2.61
1485946800,-1.21,0,-5.85,0.71,0,0,1017.63,-1.21,9.47,163,1.09
1485950400,-1.59,0.05,-5.82,0.73,0,0,1017.18,-1.59,9.68,120,2.69
1485954000,-0.55,0,-5.22,0.71,0,0,1017.03,-0.55,9.35,212,1.27
1485957600,-1.38,0,-5.55,0.73,0,0,1017.37,-1.38,9.73,170,1.32
1485961200,-3.18,0,-5.43,0.74,0,0,1017.57,-1.43,9.71,79,3.09
1485964800,0.53,0.02,-2.83,0.7,0,0,1017.07,2.02,9.53,101,3.37
1485968400,-0.03,0.09,-3.68,0.66,0,0,1017.56,1.96,9.82,148,4.2
1485972000,1.29,0.15,-3.51,0.62,0,0,1017.51,3.14,9.79,169,4.29
1485975600,4.57,0.11,-3.62,0.48,0,0,1017.23,6.71,9.88,199,6.67
1485979200,7.28,0.12,-3.21,0.42,0,0,1016.34,9.07,9.85,179,7.14
1485982800,9.67,0.21,-1.66,0.45,0,0,1015.35,9.67,9.85,193,2.53
1485986400,10.05,0.13,-1.23,0.45,0,0,1014.75,10.05,9.71,153,3.01
1485990000,10.13,0.14,-0.75,0.47,0,0,1014.74,10.13,9.77,227,2.42
1485993600,7.73,0.32,-2.62,0.44,0,0,1014.82,8.87,9.76,224,4.86
1485997200,6.88,0.24,-2.51,0.48,0,0,1014.98,7.91,9.83,204,4.15
1486000800,4.87,0.15,-2.34,0.49,0,0,1015.2,7.61,9.83,188,9.82
1486004400,4.97,0.14,-2.94,0.48,0,0,1015.43,7.37,9.91,196,8.14
1486008000,4.01,0.19,-2.77,0.5,0,0,1015.25,6.99,9.75,182,10.26
1486011600,2.89,0.31,-2.32,0.54,0,0,1014.95,6.35,9.76,179,11.86
1486015200,2.97,0.36,-2.97,0.52,0,0,1014.34,6.09,9.7,176,9.95
1486018800,2.76,0.24,-3.39,0.5,0,0,1013.63,6.19,9.71,199,11.5
1486022400,2.79,0.12,-3.47,0.51,0,0,1013.42,5.93,9.38,187,9.8
1486026000,3.07,0.3,-3.04,0.54,0,0,1013.07,5.52,9.78,168,6.91
1486029600,1.1,0.1,-2.16,0.63,0,0,1012.59,4.16,9.4,193,7.96
1486033200,1.36,0.11,-0.25,0.74,0.066,0.08,1013.42,3.94,7.74,170,6.37
1486036800,0.96,0.55,0.16,0.78,0.2337,0.49,1013.22,3.62,8.09,173,6.39
1486040400,3.49,0.31,1.57,0.87,0.1499,0.27,1013.89,3.49,6.11,173,2.44
1486044000,3.36,null,1.86,0.9,0.2489,0.5,1014.02,3.36,5.82,144,2.45
1486047600,3.09,null,1.88,0.92,0.5944,0.63,1014.57,3.09,5.46,105,1.65
1486051200,3.51,0.31,2.31,0.92,0.2464,0.5,1015.11,3.51,6.88,125,2.71
1486054800,3.5,0.31,2.68,0.87,0.1295,0.22,1015.49,4.71,7.53,153,3.56
1486058400,3.58,0.46,3.6,0.84,0.0686,0.08,1016.1,6.14,8.12,165,7.73
1486062000,4.68,0.31,3.73,0.8,0,0,1016.22,6.89,8.36,166,7.04
1486065600,5.08,0.31,3.96,0.78,0.1067,0.16,1015.86,7.54,7.82,170,8.53
1486069200,6.11,0.31,3.98,0.74,0.1727,0.33,1015.27,8.26,8.35,174,7.89
1486072800,7.12,0.31,4.63,0.76,0.1245,0.2,1014.74,8.54,8.91,174,5.52
1486076400,6.79,0.16,4.07,0.72,0.0711,0.09,1014.7,8.92,9.19,182,8.43
1486080000,6.57,0.44,4.11,0.74,0.0483,0.04,1015.15,8.48,9.19,177,7.13
1486083600,6.89,0.26,3.41,0.72,0,0,1015.14,8.13,9.21,168,4.77
1486087200,5.58,0.22,3.39,0.76,0,0,1015.23,7.42,9.53,166,6.17
1486090800,4.43,0,3.66,0.8,0.1626,0.3,1015.18,6.84,9.2,161,7.75
1486094400,4.11,0.24,3.13,0.79,0.1803,0.35,1014.74,6.52,8.77,142,7.47
1486098000,4.23,0.31,3.74,0.84,0.3251,0.54,1014.42,6.23,9.06,165,5.96
1486101600,3.65,0.42,3.53,0.84,0.3632,0.56,1014.03,5.99,9.17,183,6.89
1486105200,3.22,0.16,3.35,0.84,0.1067,0.16,1013.76,5.78,8.85,186,7.48
1486108800,2.47,0.19,3.05,0.85,0,0,1013.11,5.45,10,180,8.72
1486112400,2.01,0.21,3.08,0.85,0.0483,0.04,1012.34,5.35,9.29,163,10.13
1486116000,1.94,0.28,3.19,0.85,0.0584,0.06,1011.81,5.53,9.17,173,11.48
1486119600,2.22,0.31,3.38,0.87,0.1118,0.17,1010.61,5.34,8.62,161,9.19
1486123200,2.17,0.44,3.93,0.89,0.1981,0.39,1009.94,5.64,8.71,165,11.09
1486126800,2.15,0.21,3.83,0.88,0.1499,0.27,1009.66,5.63,8.73,165,11.09
1486130400,2.24,0.22,3.47,0.85,0.8128,0.67,1008.94,5.76,7.54,175,11.42
1486134000,2.48,0.31,2.63,0.78,1.3233,0.73,1009.16,6.14,6.54,184,12.63
1486137600,2.29,0.31,3.51,0.86,1.8821,0.77,1009.22,5.72,5.11,174,10.92
1486141200,1.83,0.31,3.81,0.88,1.2421,0.72,1009.77,5.59,3.57,192,12.43
1486144800,1.33,0.49,4.18,0.95,1.4402,0.74,1010.37,4.94,4.5,183,10.89
1486148400,2.47,0.26,3.84,0.84,1.0287,0.7,1010.8,6.42,7.71,188,14.78
1486152000,3.12,0.31,3.17,0.78,0.1422,0.25,1010.81,6.8,7.05,202,13.75
1486155600,3.12,0.27,2.76,0.75,0.2972,0.53,1009.71,6.92,7.68,199,14.79
1486159200,5.01,0.17,3.95,0.75,0.5639,0.62,1009.81,8.14,6.55,195,12.65
1486162800,5.24,0.17,4.57,0.77,0.9423,0.69,1009.84,8.39,6.25,192,13.17
1486166400,3.42,0.31,3.5,0.81,0.2083,0.42,1010.17,6.58,5.91,205,10.71
1486170000,2,0.24,3.39,0.86,0.6071,0.63,1010.82,5.53,5.55,207,11.15
1486173600,2.46,0.19,3.28,0.84,0.3683,0.56,1011.5,5.81,5.61,200,10.65
1486177200,1.67,0.25,3.26,0.86,0.922,0.69,1012.07,5.47,7.24,203,12.43
1486180800,1.59,0.31,3.19,0.86,0.8865,0.68,1012.98,5.36,6.02,203,12.18
1486184400,2.01,0.11,3.16,0.85,1.2344,0.72,1013.79,5.49,7.23,206,10.94
1486188000,1.71,0.13,3.09,0.85,0.1422,0.25,1014.38,5.46,7.7,213,12.24
1486191600,2.29,0.24,2.86,0.82,0.2057,0.42,1014.44,5.74,7.95,189,11.05
1486195200,2.31,0.19,2.56,0.79,0.0635,0.07,1014.31,5.98,7.99,173,12.44
1486198800,2.31,0.31,2.59,0.79,0.1194,0.19,1014.38,5.9,8.02,170,11.98
1486202400,2.24,0.31,2.36,0.77,0.1067,0.16,1014.65,6.01,8.68,182,13.03
1486206000,3.33,0.31,2.61,0.79,0.1067,0.16,1014.76,5.88,8.71,169,7.51
1486209600,3.06,0.31,2.52,0.81,0.0432,0.04,1015,5.57,8.67,176,7.12
1486213200,2.76,0.31,2.49,0.81,0.0635,0.07,1015.28,5.53,8.73,185,8
1486216800,2.45,0.15,2.34,0.8,0.1245,0.2,1015.64,5.58,8.67,191,9.47
1486220400,2.46,0.17,2.08,0.79,0.1905,0.37,1016.04,5.42,7.51,188,8.61
1486224000,2.33,0.14,2.26,0.79,0.0965,0.14,1016.58,5.63,7.22,188,10.26
1486227600,3.04,0.19,2.49,0.77,0.1194,0.19,1016.86,6.25,7,191,10.53
1486231200,3.44,0.43,2.35,0.73,0.0762,0.1,1017.35,6.79,7.29,193,11.87
1486234800,4.41,0.19,2.15,0.7,0.1219,0.2,1017.51,7.23,7.66,192,9.76
1486238400,3.98,0.15,1.95,0.68,0.0635,0.07,1016.83,7.42,8.68,195,13.32
1486242000,5.46,0.27,2.04,0.65,0.0914,0.13,1016.25,8.18,9.21,194,10.46
1486245600,5.67,0.17,2.59,0.69,0,0,1015.81,7.87,9.15,209,7.73
1486249200,4.78,0.31,2.67,0.72,0,0,1015.87,7.46,7.78,211,9.35
1486252800,4.79,0.2,2.09,0.71,0,0,1015.95,7.04,7.28,230,7.29
1486256400,3.65,0.2,1.45,0.71,0,0,1016.25,6.27,8.79,203,8.02
1486260000,3.32,0.27,1.51,0.73,0,0,1016.65,5.93,8.96,187,7.75
1486263600,3.39,0,1.78,0.77,0,0,1017.04,5.57,8.38,177,6.11
1486267200,3.12,0.17,1.72,0.78,0,0,1017.41,5.23,8.46,195,5.73
1486270800,2.39,0.09,1.71,0.8,0,0,1017.21,4.83,7.57,198,6.47
1486274400,2.13,0.25,1.14,0.8,0,0,1017.62,4.28,8.67,187,5.38
1486278000,1.79,0.02,0.64,0.78,0,0,1017.61,4.22,8.82,184,6.06
1486281600,2.11,0.09,0.38,0.79,0,0,1017.37,3.63,9.77,169,3.82
1486285200,1.47,0.05,0.04,0.8,0,0,1016.47,3.08,9.92,155,3.83
1486288800,2.43,0.12,-0.08,0.83,0,0,1016.16,2.43,9.73,168,2.71
1486292400,-0.12,0.03,-0.34,0.85,0,0,1016.04,1.92,10,156,4.29
1486296000,-0.33,0.07,-0.23,0.87,0,0,1015.51,1.71,10,122,4.23
1486299600,1.67,0.07,-0.43,0.86,0,0,1014.94,1.67,10,127,2.86
1486303200,1.94,0.11,-0.54,0.84,0,0,1014.57,1.94,10,123,1.55
1486306800,1.96,0.13,-0.62,0.83,0,0,1014.44,1.96,10,90,2.77
1486310400,2.42,0.02,0.79,0.8,0,0,1014.38,3.87,10,132,3.75
1486314000,3.31,0.09,-0.6,0.66,0,0,1014.05,5.28,9.97,179,5.39
1486317600,5.77,0.21,1.49,0.67,0,0,1013.67,7.1,10,170,4.59
1486321200,5.95,0.06,0.22,0.56,0,0,1012.71,8.38,10,178,9.21
1486324800,10.53,0.13,2.44,0.57,0,0,1011.1,10.53,9.96,181,12.97
1486328400,11.07,0.09,2.91,0.57,0,0,1009.11,11.07,10,175,12.41
1486332000,6.92,0.14,1.56,0.56,0,0,1007.72,9.93,10,188,15.1
1486335600,10.06,0.11,1.11,0.54,0,0,1006.68,10.06,10,190,15.29
1486339200,5.99,0.17,0.43,0.54,0,0,1005.92,9.37,10,193,16.78
1486342800,3.27,0.04,-0.78,0.56,0,0,1005.85,7.43,9.68,189,18.42
1486346400,1.92,0.21,-1.47,0.57,0.2464,0.5,1004.88,6.53,8.19,182,19.71
1486350000,0.64,0.18,0.83,0.73,0.6858,0.65,1004.8,5.28,4.49,182,17.23
1486353600,-1.13,0,1.77,0.85,0.475,0.6,1004.64,3.99,4.71,169,17.82
1486357200,-1.38,0.31,2.43,0.9,0.5918,0.63,1005.13,3.94,5.29,177,19.14
1486360800,-0.81,0.46,2.2,0.87,0.2921,0.53,1005.06,4.14,5.03,184,16.98
1486364400,-0.22,0.31,2.03,0.82,0.3607,0.56,1004.22,4.85,6.48,197,19.26
1486368000,0.51,0.19,2.17,0.8,0.5791,0.62,1003.87,5.39,7.53,195,19.23
1486371600,0.72,0,2.44,0.84,0.2057,0.41,1003.64,4.97,5.4,201,14.21
1486375200,0.35,0.23,2.84,0.89,0.442,0.59,1003.84,4.53,4.88,200,13.15
1486378800,0.54,0,2.95,0.88,0.475,0.6,1003.89,4.81,6.41,202,14.02
1486382400,0.53,0.37,2.92,0.87,0.4013,0.57,1004.27,4.86,6.67,202,14.43
1486386000,1.5,0.31,3.27,0.88,0.2667,0.51,1004.78,5.14,6.61,213,11.26
1486389600,1.13,0.24,3.21,0.87,0.3708,0.56,1005.27,5.19,6.71,206,13.42
1486393200,2.27,0.23,3.08,0.83,0.1346,0.23,1005.29,5.75,5.86,198,11.2
1486396800,2.58,0.31,3.19,0.79,0.2438,0.5,1006.34,6.5,7.26,205,14.74
1486400400,2.94,0.1,3.59,0.8,0.6477,0.64,1007.17,6.73,6.36,209,14.33
1486404000,3.45,0.16,3.84,0.8,0.6223,0.63,1007.63,7.07,6.05,220,13.84
1486407600,5.51,0.16,5.14,0.78,0.7849,0.66,1007.95,8.78,5.47,216,14.67
1486411200,3.38,0.13,4.15,0.81,0.4826,0.6,1007.93,7.12,5.42,210,14.7
1486414800,3.58,0.18,4.39,0.82,0.5055,0.6,1007.86,7.21,5.69,210,14.16
1486418400,5.23,0.18,5.28,0.8,0.4242,0.58,1008,8.48,6.16,207,13.98
1486422000,3.07,0.23,4.08,0.82,0.7163,0.65,1007.72,6.88,5.03,206,14.66
1486425600,3.11,0.39,3.52,0.8,0.5918,0.63,1007.84,6.71,5.91,213,13.11
1486429200,2.18,0.31,3.59,0.84,0.6655,0.64,1007.92,6.04,5.22,195,13.59
1486432800,1.88,0,3.16,0.83,1.0566,0.7,1008.12,5.79,6.03,193,13.54
1486436400,1.96,0.31,3.12,0.84,0.9017,0.68,1008.51,5.69,5.72,177,12.44
1486440000,1.63,0.31,2.93,0.84,0.8357,0.67,1008.69,5.41,4.72,189,12.29
1486443600,1.54,0.31,2.34,0.8,0.6833,0.65,1008.44,5.44,6.05,185,12.93
1486447200,1.56,0.35,2.37,0.8,0.6299,0.64,1008.66,5.48,6.16,176,13.1
1486450800,1.69,0.18,2.92,0.83,0.7772,0.66,1008.44,5.64,7.14,173,13.55
1486454400,1.34,null,2.63,0.82,0.5613,0.62,1007.99,5.49,6.36,177,14.49
1486458000,1.06,null,2.96,0.83,0.9779,0.69,1006.92,5.54,5.48,180,16.69
1486461600,1.61,null,3.65,0.86,1.303,0.73,1006.46,5.87,5.57,181,15.8
1486465200,1.71,null,4.44,0.89,1.7628,0.76,1005.51,6.09,4.98,181,16.99
1486468800,2.37,1,5.13,0.89,2.3444,0.79,1004.57,6.81,4.23,192,19.16
1486472400,3.21,null,5.03,0.86,2.2581,0.79,1004.17,7.18,4.65,190,16.44
1486476000,2.96,null,5.44,0.88,3.1725,0.82,1004.06,7.26,3.16,188,19.05
1486479600,3.31,null,5.8,0.9,1.8745,0.77,1004.46,7.36,3.55,193,17.33
1486483200,3.98,0.31,5.86,0.89,1.5342,0.75,1005.4,7.53,3.33,191,14.21
1486486800,5.13,0.31,6.36,0.89,1.3945,0.74,1006.36,8.08,3.41,192,11.55
1486490400,6.01,0.54,7.05,0.89,0.8839,0.68,1007.99,8.81,4.89,208,11.71
1486494000,10.57,0.31,8.08,0.85,0.8204,0.67,1009.17,10.57,6.11,188,12.77
1486497600,7.36,0.31,7.19,0.83,0.3835,0.57,1009.66,9.92,5.45,209,11.96
1486501200,10.18,0.27,7.12,0.81,0.1295,0.22,1010.3,10.18,6.14,215,8.99
1486504800,10.96,0.19,7.65,0.8,0.1676,0.31,1011.05,10.96,6.99,213,10.91
1486508400,10.46,0.14,7.42,0.81,0.1702,0.32,1011.62,10.46,6.95,226,8.66
1486512000,7.52,0.22,5.78,0.77,0.0508,0.05,1012.87,9.53,6.92,223,8.49
1486515600,5.68,0.14,5.55,0.83,0.1422,0.25,1013.64,8.34,7.3,221,10.32
1486519200,6.91,0.04,5.43,0.83,0.0584,0.06,1014.68,8.17,8.62,203,4.87
1486522800,6.89,0.03,4.76,0.8,0.1041,0.16,1014.87,8.01,8.51,157,4.41
1486526400,6.49,0.14,4.56,0.78,0.1702,0.32,1015.64,8.16,8.18,188,6.04
1486530000,6.17,0.18,4.81,0.81,0,0,1016.65,7.93,8.22,177,6.21
1486533600,6.89,0.14,5.02,0.82,0.0305,0.02,1017.04,7.88,8.23,192,4.09
1486537200,7.92,0.17,5,0.82,0.0381,0.03,1017.15,7.92,8.21,216,2.76
1486540800,6.92,0,5.33,0.85,0.1321,0.22,1017.24,7.75,7.82,197,3.68
1486544400,6.03,0,5.38,0.84,0.2921,0.53,1017.1,7.96,7.59,186,6.84
1486548000,6.22,0,5.42,0.85,0.254,0.51,1017.25,7.84,7.41,183,5.73
1486551600,6.17,0.31,5.72,0.87,0.3988,0.57,1016.89,7.69,7.47,180,5.34
1486555200,5.84,0.75,6.06,0.89,0.4851,0.6,1016.84,7.7,7.55,175,6.42
1486558800,5.71,null,6.01,0.89,0.635,0.64,1016.8,7.67,6.63,164,6.72
1486562400,6.12,0.31,6.48,0.9,0.9322,0.69,1016.47,8.02,7.02,177,6.75
1486566000,6.48,null,6.56,0.89,0.6833,0.65,1016.57,8.2,6.02,172,6.24
1486569600,7.78,null,7.27,0.88,1.1709,0.71,1017.11,9.14,5.44,190,5.67
1486573200,8.27,0.31,7.57,0.86,1.4351,0.74,1017.4,9.86,5.47,181,6.96
1486576800,7.57,0.54,8.07,0.88,1.1125,0.71,1017.88,9.95,6.02,185,10.96
1486580400,10.55,0.31,8.47,0.87,1.0389,0.7,1018.39,10.55,6.19,195,9.78
1486584000,11.06,0.31,8.29,0.83,0.9119,0.68,1018.03,11.06,5.86,191,10.39
1486587600,12.06,0,9.14,0.82,1.237,0.72,1017.71,12.06,5.81,198,9.66
1486591200,11.83,0,9.28,0.84,1.3919,0.74,1017.57,11.83,5.9,191,9.96
1486594800,10.3,0.31,8.18,0.87,1.0262,0.7,1017.32,10.3,6.14,182,9.53
1486598400,10.59,0.46,8.48,0.87,0.3251,0.54,1017.94,10.59,6.34,182,8.45
1486602000,8.22,0.31,7.81,0.87,0.6121,0.63,1017.9,9.79,7.59,174,6.87
1486605600,7.72,null,7.55,0.87,0.8611,0.68,1017.71,9.64,8.54,185,8.22
1486609200,10.28,0.31,7.42,0.82,0.4445,0.59,1018.23,10.28,8.71,175,8.86
1486612800,10.38,0.31,7.18,0.81,0.2057,0.42,1017.77,10.38,7.99,173,6.72
1486616400,10.59,0.31,7.22,0.8,0.2083,0.42,1017.49,10.59,8.47,180,8.51
1486620000,10.74,0.44,6.77,0.76,0.0965,0.14,1017,10.74,8.35,175,9.89
1486623600,11.26,0.08,6.71,0.74,0,0,1016.84,11.26,8.65,187,10.77
1486627200,11.16,0,6.22,0.72,0,0,1016.36,11.16,8.48,182,11.47
1486630800,10.94,0.19,6.13,0.72,0,0,1015.85,10.94,8.57,174,10.9
1486634400,10.97,0.31,6.09,0.72,0,0,1015.21,10.97,9.03,183,11.51
1486638000,10.99,null,6.12,0.72,0.0254,0.01,1014.79,10.99,9.52,182,13.52
1486641600,11.11,0.44,6.13,0.71,0,0,1013.68,11.11,9.69,191,13.61
1486645200,11.06,null,6.25,0.72,0.0711,0.09,1013.15,11.06,9.42,190,14.02
1486648800,10.89,0.31,6.06,0.72,0.0356,0.03,1012.96,10.89,8.77,189,15.48
1486652400,10.98,0.31,5.52,0.69,0.061,0.07,1013.22,10.98,9.18,185,15.69
1486656000,11.23,0.18,4.62,0.64,0.0762,0.1,1012.57,11.23,7.91,188,17.1
1486659600,10.18,0,5.13,0.71,0.4166,0.58,1012.28,10.18,6.76,190,20.02
1486663200,6.45,0.44,5.89,0.77,0.5563,0.62,1012.43,9.81,6.65,190,17.63
1486666800,10.06,0.13,5.42,0.73,0.508,0.61,1011.65,10.06,6.52,189,23.41
1486670400,10.67,0.14,4.93,0.68,0.7036,0.65,1010.9,10.67,6.25,193,24.53
1486674000,4.56,0.18,5.51,0.8,0.983,0.69,1011.35,8.69,4.14,194,21.59
1486677600,3.83,0.31,5.47,0.85,0.7823,0.66,1011.2,7.88,3.31,187,18.53
1486681200,3.67,0.18,5.54,0.88,1.4199,0.74,1011.27,7.39,4.1,181,15.13
1486684800,3.58,0.54,5.57,0.91,0.7925,0.67,1011.61,7.02,4.35,187,12.73
1486688400,2.8,0.31,5.34,0.92,1.4808,0.74,1012.37,6.49,3.69,178,13.36
1486692000,2.44,0.31,5.31,0.94,0.9703,0.69,1012.41,6.23,6.09,173,13.51
1486695600,3.27,0.21,5.06,0.9,0.828,0.67,1012.31,6.53,6.95,182,11.09
1486699200,3.97,0,5.15,0.93,1.43,0.74,1012.4,6.26,5.52,190,6.86
1486702800,3.46,0.31,5.09,0.94,1.4732,0.74,1012.47,6.02,6.3,196,7.61
1486706400,3.39,0.79,4.77,0.92,1.3589,0.73,1013.03,5.96,6.9,187,7.61
1486710000,2.52,0.31,4.67,0.93,1.4986,0.74,1012.84,5.67,6.6,174,9.62
1486713600,2.04,0.31,4.23,0.95,0.9093,0.68,1012.85,4.93,4.83,180,7.95
1486717200,3.01,null,4.06,0.94,1.6078,0.75,1013.25,4.89,4.36,172,4.99
1486720800,2.92,null,4.08,0.97,0.9373,0.69,1013.34,4.56,4.89,168,4.33
1486724400,3.27,0,3.99,0.96,0.8179,0.67,1013.06,4.57,5.55,193,3.67
1486728000,4.83,0.68,4.23,0.96,0.8306,0.67,1013.08,4.83,6.29,193,2.48
1486731600,3.51,0.31,4.24,0.97,0.7518,0.66,1013.23,4.74,5.45,190,3.59
1486735200,3.3,null,4.18,0.97,1.0871,0.71,1013.5,4.64,5.62,178,3.78
1486738800,3.91,null,4.08,0.95,0.3962,0.57,1013.82,4.82,4.46,153,3.09
1486742400,4.61,0,4.17,0.97,0.4978,0.6,1014.27,4.61,4.91,167,0.52
1486746000,6.12,0.31,5.4,0.95,0.4318,0.58,1014.53,6.12,5.88,187,2.86
1486749600,5.1,0.49,4.34,0.95,0.508,0.61,1015.19,5.1,5.32,187,2.87
1486753200,4.49,0.31,4.47,0.94,0.3277,0.54,1015.4,5.34,5.5,197,3.11
1486756800,4.53,0.28,4.21,0.89,0.2591,0.51,1015.54,5.88,7.08,200,4.17
1486760400,5.35,0.28,4.53,0.86,0.2616,0.51,1014.78,6.77,7.11,214,4.66
1486764000,5.12,0.29,4.26,0.82,0.1676,0.31,1014.5,7.07,8.42,221,6.31
1486767600,6.23,0.31,3.39,0.78,0.0914,0.13,1014.3,6.89,8.27,243,3.12
1486771200,7.09,0.28,3.17,0.76,0.0559,0.06,1014.59,7.09,9.91,219,2.78
1486774800,6.01,0.27,2.89,0.8,0.0356,0.03,1014.63,6.01,9.38,224,2.27
1486778400,4.88,0.25,2.13,0.82,0,0,1015.3,4.88,9.08,170,2.54
1486782000,3.49,0.15,1.94,0.82,0,0,1015.67,4.72,9.4,178,3.6
1486785600,4.07,0.06,1.34,0.82,0,0,1015.96,4.07,9.94,204,2.81
1486789200,3.36,0.06,1.04,0.85,0,0,1016.35,3.36,9.08,161,2.43
1486792800,2.71,0.05,0.95,0.88,0.061,0.07,1016.74,2.71,8.81,200,1.42
1486796400,2.04,0.04,0.63,0.9,0.0864,0.12,1017.38,2.04,8.86,175,1.55
1486800000,0.76,0.11,-0.42,0.92,0.0229,0.01,1018.08,0.76,9.1,66,0.93
1486803600,0.69,0.23,-0.62,0.91,0.0229,0.01,1018.43,0.69,9.62,112,2.06
1486807200,0.57,0.26,-0.67,0.91,0,0,1018.57,0.57,9.67,64,1.19
1486810800,0.59,0.13,-0.76,0.91,0,0,1018.81,0.59,10,340,2.78
1486814400,0.08,0.14,-1.32,0.9,0.0203,0.01,1019.2,0.08,10,319,1.73
1486818000,-2.23,0.07,-1.85,0.91,0.0203,0.01,1019.51,-0.6,7.53,345,3.07
1486821600,-3,0.12,-1.89,0.9,0,0,1020.65,-0.42,7.58,4,4.57
1486825200,-1.23,0.07,-2.36,0.92,0,0,1021.53,-1.23,7.37,18,1.45
1486828800,0.27,0.11,-1.83,0.86,0,0,1022.02,0.27,7.89,33,1.31
1486832400,1.7,0.09,-1.22,0.81,0,0,1022.12,1.7,7.89,120,0.38
1486836000,0.82,0.2,-0.11,0.76,0,0,1022.35,3.67,10,324,6.97
1486839600,3.06,0.16,0.58,0.75,0,0,1022.79,4.6,10,346,4.15
1486843200,6.09,0.08,1.21,0.61,0,0,1022.96,8.21,10,343,7.69
1486846800,6.26,0.13,0.6,0.6,0,0,1022.5,7.83,10,2,5.55
1486850400,6.42,0.11,0.53,0.59,0,0,1022.78,8.03,9.77,350,5.79
1486854000,6.93,0.13,0.26,0.57,0,0,1022.96,8.38,9.87,352,5.52
1486857600,6.45,0.21,-0.02,0.57,0,0,1023.53,7.98,9.93,357,5.53
1486861200,4.81,0.06,-0.39,0.58,0,0,1023.75,7.33,10,28,8.61
1486864800,4.96,0.03,-0.74,0.62,0,0,1024.47,6.03,9.97,358,3.64
1486868400,2.34,0.03,-1.39,0.64,0,0,1025.02,4.84,9.97,21,6.63
1486872000,2.79,0.03,-1.1,0.69,0,0,1025.2,4.07,9.97,11,3.51
1486875600,2.54,0.06,-1.7,0.68,0,0,1025.37,3.65,10,32,3.14
1486879200,0.96,0.06,-2.03,0.71,0,0,1025.37,2.72,10,51,4.01
1486882800,2.02,0,-2.24,0.73,0,0,1025.14,2.02,10,79,2.11
1486886400,1.57,0,-2.49,0.74,0,0,1025.52,1.57,10,14,2.79
1486890000,-1.52,0,-3.09,0.74,0,0,1025.56,0.94,10,12,4.78
1486893600,-2.54,0,-3.22,0.76,0,0,1025.78,0.56,10,46,6
1486897200,-1.78,0,-3.91,0.76,0,0,1025.68,-0.22,9.25,43,3.06
1486900800,-0.66,0,-4.1,0.77,0,0,1026.03,-0.66,7.7,39,2.87
1486904400,-2.97,0,-4.53,0.77,0,0,1026.15,-0.93,7.82,55,3.58
1486908000,-4.81,0.08,-5.17,0.77,0,0,1026.36,-1.62,7.94,50,5.32
1486911600,-3.67,0.08,-5.78,0.74,0,0,1026.84,-1.83,10,40,3.13
1486915200,-0.74,0.1,-4.48,0.76,0,0,1027.3,-0.74,10,273,0.13
1486918800,1.54,0.02,-3.36,0.7,0,0,1027.19,1.54,10,142,1.3
1486922400,3.39,0.03,-2.64,0.65,0,0,1027.22,3.39,9.63,127,2.94
1486926000,5.3,0.03,-1.47,0.62,0,0,1026.87,5.3,9.63,147,2.63
1486929600,6.82,0.03,-2.15,0.53,0,0,1025.96,6.82,9.49,190,0.46
1486933200,8.03,0,-2.37,0.48,0,0,1025.11,8.03,9.46,353,2.69
1486936800,10.63,0,-1.73,0.42,0,0,1024.23,10.63,10,6,1.63
1486940400,9.24,0.08,-2.25,0.44,0,0,1023.82,9.24,10,11,2.03
1486944000,9,0.14,-2.96,0.43,0,0,1023.54,9,10,34,1.09
1486947600,6.99,0,-2.45,0.51,0,0,1024.03,6.99,10,52,2.94
1486951200,4.15,0.02,-1.52,0.67,0,0,1025.03,4.15,10,78,1.49
1486954800,3.32,0.02,-2.28,0.67,0,0,1025.66,3.32,10,122,1.51
1486958400,2.21,0.02,-2.15,0.73,0,0,1025.77,2.21,10,83,2.03
1486962000,-1.07,0.02,-2.37,0.77,0,0,1025.69,1.28,10,81,4.68
1486965600,0.81,0.02,-2.63,0.78,0,0,1025,0.81,10,83,2.56
1486969200,0.2,0.02,-3.01,0.79,0,0,1024.71,0.2,10,100,1.85
1486972800,-0.42,0.02,-2.34,0.87,0,0,1024.37,-0.42,10,88,1.91
1486976400,-2.41,0.02,-3.92,0.78,0,0,1024.24,-0.49,10,80,3.5
1486980000,-0.6,0.04,-4.3,0.76,0,0,1024.12,-0.6,7.75,91,2.78
1486983600,-0.57,0,-4.24,0.76,0,0,1023.7,-0.57,10,93,2.27
1486987200,-0.97,0.06,-3.18,0.85,0,0,1023.44,-0.97,9.84,52,2.31
1486990800,-1.12,0,-4.97,0.75,0,0,1023.66,-1.12,8.21,44,1.09
1486994400,-1.33,0,-4.21,0.81,0,0,1024.06,-1.33,8.19,99,2.81
1486998000,-1.19,0.08,-5.12,0.75,0,0,1024.32,-1.19,10,66,2.85
1487001600,-0.51,0,-3.87,0.78,0,0,1025.15,-0.51,9.54,127,2.14
1487005200,1.52,0,-2.45,0.75,0,0,1025.38,1.52,9.46,125,2.94
